,key,key,a0.25_rp1.0,a0.25_rp1.5,a0.25_rp2.0,a0.25_rp2.5,a0.25_rp3.0,a0.5_rp1.0,a0.5_rp1.5,a0.5_rp2.0,a0.5_rp2.5,a0.5_rp3.0,a1.0_rp1.0,a1.0_rp1.5,a1.0_rp2.0,a1.0_rp2.5,a1.0_rp3.0,total_spin_moment,polytype,minus_energy
83,83,3D-061,0.11800399408206089,0.7798712078895201,0.22200843455843608,0.5949338336523021,0.680097507701154,0.37407979818114345,0.721382361940879,0.5322885022500667,0.6072039613594254,0.685809114199906,0.6493197742063845,0.6619481335686555,0.6645844786523135,0.6444450024606542,0.6393317720875327,0.03079116475591652,,-0.2171826057219448
84,84,3D-064,0.008211393211775234,0.9387850844273163,0.525995745495644,0.511215373605163,0.7799598843018254,0.16069186839214455,0.9342772099753813,0.7791933365477874,0.6826333587064656,0.6821548760922026,0.8545734916437788,0.8851591472355527,0.8797057210875919,0.8163498854473766,0.7557804525706715,0.03107146194014098,,-0.21842510469379306
85,85,2D-019,0.02890890017067268,0.8728813023885945,0.20839109782419116,0.8139621314718399,0.46027486015297514,0.1957119728223371,0.8053729895817676,0.622923023249093,0.7525611120113763,0.8051716222961027,0.6816551257342116,0.7471001925016911,0.775285047353128,0.7683448961215772,0.7710431671761293,0.6954796023240444,,-0.2208414123085447
86,86,3D-066,0.12621576953024655,0.7314803108723605,0.23220446708852446,0.7209195123941355,0.9634172640273728,0.3229857756616161,0.696746891972055,0.5758376851638041,0.7475556277899648,0.8511066172812369,0.6285424095640564,0.6828921072055865,0.7217131769361341,0.7374842934881517,0.76582048868806,0.031434810141913426,,-0.22152631090186503
87,87,3D-065,0.12747183945422264,0.7741325909584108,0.40228400826317634,0.3985508235921647,0.7712088683291184,0.37360721087686755,0.7428535429415812,0.572034895111471,0.498733150342756,0.5331590170909378,0.6825092306869176,0.6801525275976983,0.6606901555442773,0.6046974764249234,0.5577623965769403,0.032126901954813325,,-0.22352570064872168
88,88,2D-021,0.029899997320459733,0.8683738502791393,0.21110130692021886,0.8232250579317626,0.4741403337521114,0.1949057162103971,0.8033288520343664,0.6248880183085289,0.763567186868344,0.8222933757586839,0.6809675860307234,0.7484318074797105,0.7791708809210397,0.7754346611699617,0.7816406031497736,0.6954796023240444,,-0.22473005142930447
89,89,2D-020,0.03191753850014995,0.8602244073840529,0.2258005339693427,0.8223723383428492,0.45739226118761,0.19898276843105078,0.7972837832969564,0.623872719013332,0.7621986826356578,0.8172694347925341,0.6770249078073101,0.7450477031679241,0.7763933976268053,0.7730591148236748,0.7789754311711632,0.6954796023240444,,-0.2264596916010646
90,90,3D-070,0.013070032903488661,0.9542620990877947,0.6675850542523346,0.5978375003405495,0.5228623231177258,0.19872663901379073,0.9715609838415866,0.8488675433956184,0.7455947635047995,0.5788780137558192,0.947104350456264,0.9551432020976938,0.9444687619204796,0.8675677912193703,0.7784161485010141,0.03107146194014098,,-0.2281428699880763
91,91,3D-069,0.011241263187909828,0.9607868688274147,0.8190973968603112,0.620510293636159,0.4723686240094106,0.19928484658973455,1.0,0.9002039644591687,0.7647398252376346,0.5306057852893618,1.0,1.0,0.9853964374715426,0.8974585236175779,0.7903112807566686,0.03107146194014098,,-0.22829310428696203
92,92,3D-071,0.134756329669913,0.8030381606618159,0.2780796496288503,0.6750211927465798,0.3529464702902724,0.37427330169701567,0.7510218722135458,0.6428067563029284,0.7245602660361857,0.5202144264304112,0.7369867557820586,0.7498647112559009,0.7607145770599911,0.7287172657531541,0.6822766644418237,0.03107146194014098,,-0.22953342167755864
93,93,3D-072,0.18000226711838405,0.7506547933567077,0.23338605786864738,0.502687980954753,0.3910893500510423,0.49240029040974487,0.6695396058911285,0.46015615699538115,0.49637490962197794,0.5168147959125295,0.6246080126150377,0.5984886218470118,0.5784120001181833,0.5404065023339697,0.5147414707830473,0.03107146194014098,,-0.22985493958641712
94,94,3D-067,0.1837186467658329,0.7232853706639483,0.05404753380442262,0.565484223038739,0.35455121210492613,0.587354007881697,0.58468373369516,0.3518840478943067,0.4894778589116261,0.5026515506792745,0.5428333783000872,0.5080057631855801,0.492726245994897,0.4750347242451617,0.47244566487295453,0.03107146194014098,,-0.23024644498067914
95,95,2D-022,0.032440574495198916,0.8540644304033606,0.22898021209039912,0.8279769101147205,0.4730004520059675,0.19458264018550286,0.7940081105825259,0.6255359871790314,0.7704384124929422,0.833324186151678,0.6729491837420345,0.7446611748909477,0.7788491977364435,0.7785754613417412,0.7878013640460517,0.6954796023240444,,-0.23093924443587355
96,96,3D-073,0.1516661697624359,0.7731293940414413,0.36273019869361506,0.5232308273124658,0.6200872508923161,0.3680550802359035,0.7390932217230042,0.584751129099759,0.5803488254926495,0.579783907887756,0.68760736227643,0.6946231671555383,0.6890604594378541,0.6483425673203598,0.6128686975561437,0.03107146194014098,,-0.23365383906711656
97,97,3D-074,0.005921855060568443,0.8531121390364024,0.4533069800635451,0.8791191058376782,0.8987673943229814,0.0634478860623382,0.8722038407997359,0.8513929410397251,1.0,0.9421996990745383,0.7975524928087347,0.9166468074536711,0.9884973700308816,1.0,1.0,0.03107146194014098,,-0.23610110155114228
98,98,3D-075,0.11729162240884375,0.7678547633089808,0.31081932482420255,0.57456964408359,0.537185657907233,0.37229626237469504,0.7223566636821768,0.5892681057175867,0.6360887948880117,0.5743695320759705,0.6781186828815957,0.6951161443521423,0.7007330338095413,0.6702878004532036,0.6385258550085726,0.031068001481076482,,-0.24093695967169992
99,99,3D-078,0.14469912287047595,0.7839338710228215,0.09649760341162335,0.6314842849777039,0.3641815902429843,0.4953094496716264,0.6704640376750874,0.4396491080987316,0.5661610523090548,0.576999709099339,0.6196134676883411,0.5972519832533343,0.5869739933668029,0.5659774701862818,0.5589077726377081,0.6761840825803952,,-0.24273458263255066
100,100,3D-081,0.03267904406071106,0.8332236035423569,0.6072297956157201,0.6875117093287699,0.665977245157898,0.1736131982111062,0.8480498672009236,0.7574383853425211,0.7541272132944896,0.7245446224173407,0.7756680542434955,0.8383903490592666,0.8614558813610952,0.8285737513285575,0.7917099100396434,0.03107146194014098,,-0.24437365770106112
101,101,3D-079,0.2540154902270666,0.6890651141582879,0.4860588273404598,0.13483952158138177,0.3067829747348485,0.6869529977880502,0.6310662467015031,0.40150524460128456,0.24037370054818613,0.23163984534051363,0.652256139349511,0.5423456423220017,0.4659139849402717,0.3733200171040788,0.29356608821453306,0.03107146194014098,,-0.2450803721070116
102,102,3D-080,0.12568679061121246,0.7504321579546985,0.2873850140252601,0.5975070288670065,0.7475828583702067,0.33222479222575996,0.7106465085190641,0.5881467306922328,0.6692195736638629,0.692841423601957,0.647622983213231,0.6873034253094954,0.707680815505421,0.6951366072763642,0.6873551474240398,0.07374238266448428,,-0.2457890322476004
103,103,3D-077,0.044522150573320644,0.95324887945629,0.16215462935991373,0.8086506120382974,0.49155435550084614,0.33822034254772526,0.8662778722046827,0.6147297389583652,0.7523384697238231,0.7623747301861465,0.811082355321477,0.7967917977576755,0.7932109273067572,0.7686632722585768,0.7595160820614999,0.0736178061381623,,-0.24694356042907373
104,104,3D-086,0.13679805405452414,0.7923599189130007,0.25393485444389796,0.6463962523603334,0.408288487182049,0.3578183557530623,0.7390414444768563,0.6133118758026349,0.6873577624593155,0.560092735203244,0.7008865173774161,0.7210099079364527,0.7315433406841411,0.7026286411095312,0.6662818917915534,0.03107146194014098,,-0.24769773896791492
105,105,3D-111,0.1864321462786927,0.7185164893785988,0.05431956338965679,0.5478830685389717,0.34837368057128854,0.5878473696843614,0.5824980284326369,0.34800341517814404,0.4755389127136753,0.4939034778636139,0.5384946500511529,0.5030770419980921,0.486022233201277,0.4662653961657164,0.4619752115845928,0.03107146194014098,,-0.24838912334337238
106,106,3D-084,0.0659634005384557,0.8427981642373988,0.3743527597221683,0.6601566444822444,0.6035618570116249,0.22581870161394568,0.8197533396629026,0.718169669537185,0.7513780878855302,0.6459480166528943,0.7581259704513972,0.808922208260745,0.829521439745328,0.7971041437192811,0.7557643075282541,0.03107146194014098,,-0.24881901277551322
107,107,3D-085,0.14443797019199536,0.7771512954620997,0.2877390862324568,0.6794578908389942,0.4681981821661322,0.36233191917117136,0.7353794711535488,0.6416353893989367,0.7359846796605841,0.5688723768184137,0.7165886361402691,0.7409142249520406,0.7595411263775061,0.7363787706626067,0.7007942893036971,0.03107146194014098,,-0.24958315583418766
108,108,3D-088,0.16774922002541087,0.7526775377040326,0.12328290533177742,0.7172706320690626,0.3389719875839829,0.474164883510352,0.6567211773502144,0.47963676431192326,0.6569170413766008,0.6215576177655677,0.6207761209824074,0.619638488840861,0.6295760135327396,0.6247406757928801,0.626086531406125,0.03107146194014098,,-0.24965709375051404
109,109,3D-087,0.11282922227964504,0.7942875115685489,0.30130943704142926,0.5962770593893756,0.5819409738624425,0.3472276518558288,0.7405876743256845,0.6122951013736238,0.6648985430702464,0.5841044978673522,0.6942158412738708,0.7169867117090125,0.7260715197780444,0.6961453865014731,0.6628375800260917,0.03107146194014098,,-0.25276567016555873
110,110,3D-093,0.14012326351198326,0.7506825502853988,0.21345007146466952,0.6306412476097467,0.5116544372876835,0.4536860767121582,0.6592206782292489,0.5130612164937257,0.6635171594806947,0.6345222973734621,0.6277546906371572,0.6363726164311116,0.6506848373437876,0.645157312552931,0.6436739232621136,0.031016094595108987,,-0.25538757707394666
111,111,3D-076,0.14079950895827945,0.7406412631123039,0.11504549283912896,0.689189817593855,0.7238797971151114,0.41527721825130737,0.639700508843841,0.45813258928640255,0.6390230423973168,0.7371085611369793,0.5613459057254948,0.588723151192726,0.6093511189824669,0.6183365018634687,0.6443351317987767,0.030967648168205995,,-0.25659794194341146
112,112,2D-023,0.2547544395893822,0.6884114185780569,0.4850518555398702,0.1351280960117715,0.3065343396351925,0.6866035239912578,0.6305122377050982,0.4014225738237487,0.2406254680993371,0.23179729635281182,0.6515495366730231,0.5419862569162486,0.4657588888073326,0.37332793811585474,0.2936825529652649,0.03107146194014098,,-0.25700271371020733
113,113,3D-092,0.029158028344180763,0.8978994572313156,0.29861008593936383,0.8429771176611106,0.4983027590501111,0.21507502530528444,0.8393537513558156,0.7260295014499915,0.8688954891859842,0.7390591088745269,0.779726383650245,0.8369280333229678,0.8725574203872511,0.8613182506890004,0.8408968896569298,0.03115451295768897,,-0.257224763305814
114,114,3D-090,0.21126040442768637,0.6989588430016661,0.06890438878013569,0.494573517659775,0.34059599654362654,0.6113651993325213,0.5789473962495952,0.352567939966958,0.4475101140626849,0.4388644162413976,0.5491839453285041,0.5034493449896416,0.4795321613816953,0.4505208278749371,0.43423446400727234,0.03107146194014098,,-0.25884556026103667
115,115,3D-089,0.1974293663971272,0.7086810998120464,0.11186628405354333,0.47850614080425435,0.3478691258604756,0.5996791489509201,0.5867047658140996,0.37767515962561493,0.4746116606071472,0.453527254520825,0.5633450341116744,0.5225416474914644,0.5030973276789413,0.4760129779068665,0.45918021625217537,0.03107146194014098,,-0.25899007527929996
116,116,3D-082,0.16018719722486105,0.7232403947910159,0.050849364689155255,0.6194513974967887,0.39126074504013414,0.5217367594621476,0.5739846837994458,0.3558108571862415,0.5374822398545637,0.6089109175799503,0.5017050737580147,0.5009975303271113,0.5049865711850204,0.5065943965411961,0.5259252887673325,0.03120641984365646,,-0.259652981175023
117,117,3D-083,0.11199298790821835,0.7844144252705757,0.39480074708286045,0.5474867933814911,0.5920612170608966,0.3434324195591343,0.7464443102717138,0.5810777420165367,0.5918151147909617,0.6408025351267116,0.6790499609516654,0.6946023110658404,0.693053648579495,0.658844375148134,0.6343398274379399,0.030528169867014558,,-0.2608658813956879
118,118,3D-094,0.12748123004617243,0.7737945898593336,0.5480888829463574,0.2420538681807692,0.7337636382163049,0.38169327293318855,0.7585229441423991,0.5962357920898785,0.41483479091255354,0.4208716032357769,0.7084270396874395,0.6914756840136695,0.6541168017405644,0.5713640181641902,0.49377431574531266,0.03107492239920548,,-0.26180797073143935
119,119,3D-091,0.03212623222043116,0.9999999999999999,0.22439355495473673,0.6646903051872488,0.7947661490817554,0.3285312556145117,0.9555909979605715,0.6660887749017836,0.6888407475345248,0.7542767228520137,0.9106914109578459,0.8633452679727724,0.8326495649584783,0.7778105875039717,0.7463733182275678,0.03107146194014098,,-0.2628995278645476
120,120,3D-096,0.26593992908935016,0.6547080665998778,0.21089488126058814,0.45051837493621494,0.4980217744736456,0.46615450076485554,0.6101017821436938,0.45028029595151264,0.47424425425771255,0.5389183275730669,0.5522613628941873,0.5553086300340266,0.5493108323696966,0.5216651328239469,0.5052684814991519,0.03107146194014098,,-0.2634085438387217
121,121,3D-104,0.0838936621344468,0.8108661088152925,0.22860345089137468,0.7236554167132505,0.5985776771511762,0.3314507788400889,0.7366326289593892,0.5921826187891713,0.739674241068815,0.7209847401364402,0.6757653752464754,0.7118721623878992,0.7365441587840259,0.731885683349086,0.7306411001943978,0.06680762269922728,,-0.26548252008012696
122,122,3D-095,0.04436407008934155,0.862464720247962,0.32247997939381634,0.8152409235780129,0.5321616372432905,0.22924738022604374,0.8246602018231033,0.719602906597689,0.8464234275425785,0.7296687890291214,0.7698929510286088,0.8250646287867613,0.8590284614644067,0.8463710812236896,0.8251747146386172,0.031237563975236957,,-0.2655710804870921
123,123,2D-024,0.42088192751600373,0.5434367240920966,0.1325354603769475,0.3491428361924055,0.16233399819975428,0.7601821192220877,0.46160766182104274,0.3165511191882604,0.3736480968447234,0.2673103016694857,0.504860329550902,0.4340902489374421,0.40532819229400585,0.370421619974054,0.33538309790390736,0.03107146194014098,,-0.2679603247018463
124,124,3D-097,0.15662427709817042,0.7745208319022031,0.21667775596485245,0.5172917810406296,0.44926114662483085,0.4678889244177664,0.7345218283312493,0.5277934778106044,0.5362608541698601,0.5029991564777222,0.7066107423920478,0.6708890908859022,0.6453458535056881,0.5949014546884129,0.552560219491836,0.030995331840721993,,-0.2691702768397164
125,125,3D-098,0.008430292790117512,0.8937724899860741,0.5444581731146426,0.7717639778732834,0.7300993531655375,0.12046001790387884,0.9093996562217459,0.8341346943904296,0.8798202960566688,0.8057716704713033,0.8477395032864128,0.9202782381871026,0.9565276479844994,0.9325483277393286,0.9000363090262815,0.03107146194014098,,-0.27154613675861583
126,126,3D-099,0.15194526240620226,0.7773537558948168,0.5155306842217625,0.36179298821442724,0.5011931750293965,0.3751146041682405,0.7582473975945407,0.6063183409427726,0.47222381867519647,0.42055086284573623,0.7135322601380034,0.7029110237935989,0.674122698005445,0.5988873569580571,0.5232252306975165,0.03107146194014098,,-0.274299587121007
127,127,3D-102,0.17064909377149534,0.6502381950870645,0.23832655289680962,0.5527482810928043,0.9140272970200131,0.425937387300827,0.5965988092230117,0.48292474774319893,0.5867797524219109,0.6378515712509922,0.5369162023768372,0.5733386451567606,0.5943245653560053,0.5923534371337643,0.5979929922946012,0.03107146194014098,,-0.2777891737555933
128,128,3D-100,0.028030451761891124,0.986427684370892,0.22394221983135867,0.6395776940225985,1.0,0.29566378142934524,0.944034353763787,0.6608076394408637,0.6709023314383036,0.7820772487275587,0.8787008169652735,0.8473607251301012,0.8213069830363943,0.7697080083530269,0.7443657641581083,0.03107146194014098,,-0.280160375703673
129,129,3D-101,0.18097231641938832,0.7942861621736345,0.09541325101122608,0.47652178152927926,0.4528370904035497,0.6007337708237079,0.689083537922285,0.40251737499374995,0.4519175424988583,0.49602088976799286,0.6702613995328339,0.5890187930831841,0.5438146151369986,0.4963999035540889,0.4717305072114231,0.03107146194014098,,-0.2813070030232723
130,130,3D-103,0.17858390788781794,0.7198309112340769,0.34577436907731496,0.6820597420848991,0.30069957888691695,0.3637354899477554,0.7056940897072792,0.648531502328423,0.7361832332737216,0.5427347562314311,0.6943106399490273,0.7288769764831555,0.7537207099463966,0.7327146751818397,0.6937934539929955,0.03107146194014098,,-0.28217527236600404
131,131,3D-114,0.2176584302269888,0.7095783719765941,0.40111509900611975,0.3070532957303406,0.18300339372673238,0.6593124570645688,0.6306897161930762,0.45574765207940715,0.4027931159775735,0.24032659851959742,0.6706979803567004,0.5864759293783453,0.5373403111670084,0.465370458370179,0.3897252937876519,0.031026475972302486,,-0.2822426065768866
132,132,3D-106,0.0823879250531224,0.7852104237685892,0.3730777988918903,0.720643588776675,0.8517609502920469,0.18503886313408513,0.78061033347318,0.7175551092941211,0.8129289675115792,0.7943132294943813,0.7039203548714887,0.7903058383384207,0.836778154565852,0.8336061490204417,0.8258068944545727,0.03106454102201198,,-0.2826984980992364
133,133,3D-109,0.16017684959512293,0.7448930127590933,0.46177775183656616,0.31293737448438197,0.6527254063629302,0.33522954250338377,0.728218513501508,0.570669870098648,0.4454054379752129,0.5239206845283613,0.6459851976583568,0.6593452982076551,0.6400375038588807,0.5790337348951607,0.5276803722127268,0.03106454102201198,,-0.2828284495885214
134,134,3D-122,0.0848712956548276,0.8188881309678328,0.2504477361116895,0.7409135746110486,0.5634399953094235,0.32276623172692376,0.7438031247482659,0.6114290449919026,0.7643375006695334,0.720823025943706,0.6884911854817255,0.7276805877101968,0.7555933612065856,0.7517855223730628,0.7484236806514337,0.07162458171701058,,-0.28295822419285344
135,135,3D-105,0.12116770933105059,0.7980076478953381,0.32827697239984927,0.6534546083804696,0.4352701411376963,0.336554216940548,0.7493659872249765,0.6767770839745113,0.7544345835481555,0.5346590984088324,0.7328669698242152,0.7650252984490411,0.7862048139911942,0.7581262612860541,0.710923561896162,0.03107146194014098,,-0.28330344468734836
136,136,3D-134,0.1620022889255949,0.7605820885596816,0.2354855668619955,0.5098761402147536,0.42591386018071253,0.4561316057175764,0.6690464623150922,0.46810133844740853,0.5010395131720919,0.5129706686143897,0.608147249254162,0.5973566721828742,0.582349047157345,0.545258047490616,0.5183677685267145,0.03106454102201198,,-0.2838688280044437
137,137,3D-107,0.20892094330288966,0.7107016704400918,0.38573764246638104,0.32225275205379567,0.2546708139178612,0.6414875195870762,0.6284227350403351,0.44684010624621207,0.40074256498429167,0.26925371394553727,0.6544157944374613,0.5777821072712728,0.5313463835262963,0.46323096755781834,0.3943248088069588,0.031126829285172974,,-0.28480625936938964
138,138,3D-112,0.0111247518941862,0.8918477644487938,0.5784652791577722,0.6851062152984019,0.6864678797626903,0.1353646180543091,0.9097818484265541,0.8082586090876603,0.7884671615445455,0.7370289358302472,0.8385614074801575,0.8972208308445238,0.9167138541712251,0.8755293742831637,0.8290947931073289,0.03107146194014098,,-0.2855000611727263
139,139,3D-108,0.006883683564867148,0.9373708379547357,0.7980458957568373,0.6653013248536219,0.3917595717065234,0.1558382205568285,0.9758362823800599,0.9135207311070282,0.8214698442352445,0.575096191224039,0.9636033855583372,0.9947246408556785,1.0,0.9283238480449932,0.8325347407467354,0.03107146194014098,,-0.2858568971133906
140,140,3D-110,0.1784434617349717,0.754689566078477,0.2463862414177112,0.4832271197118272,0.5521667036824265,0.4665388650188742,0.6672853763330882,0.4820851427719881,0.5104496297634233,0.5101489650970372,0.6198551796217036,0.6066343859639449,0.5926381896315901,0.5554178860007383,0.5266259082852902,0.03108184331733448,,-0.28693825388005223
141,141,3D-113,0.21575982672653024,0.6955997503002119,0.3034819021208319,0.3286974623886858,0.33135934799536304,0.6090977799499986,0.6044954887985072,0.3861680666150741,0.3495145444906887,0.3469644723598931,0.5830237029500509,0.5221182234903263,0.4779189147148796,0.4193626302593976,0.37246740994815825,0.03107146194014098,,-0.28917030632054264
142,142,3D-115,0.11462769852991145,0.773225546599435,0.3037963861751065,0.5764367087972389,0.6175597361909356,0.3147115856069429,0.7255895837452859,0.6069857881506027,0.6443458222169379,0.5866822259216666,0.6592186385540053,0.6986983516769469,0.7120904920488172,0.6833948651485146,0.65142559836153,0.03107146194014098,,-0.29152022311090775
143,143,3D-116,0.038754338146452745,0.9922058043703749,0.3786737943271289,0.48616243903629297,0.6418232637168548,0.3405155152334711,0.9717105438388072,0.695365231777421,0.572897806366921,0.5515869196700578,0.9398362239290368,0.873584869052787,0.8179163568406577,0.7234983135834857,0.6429900054480078,0.03107146194014098,,-0.2916227574302752
144,144,3D-118,0.09310570366243193,0.9336947407626465,0.26390821251614777,0.4219390576570043,0.5945414558445875,0.4349878551670181,0.8785169692605956,0.5703627334671437,0.4744088357180163,0.5232692992599426,0.8387981725054625,0.7586629274714538,0.6963867343331339,0.6104432545389477,0.5472620344165435,0.03107146194014098,,-0.2924656142993882
145,145,3D-119,0.033712096291812495,0.9006353117954694,0.505321668966761,0.6120543942479917,0.544103198756679,0.22635392897201423,0.9194713609823038,0.7766813982557763,0.7097023223768522,0.5959213767350958,0.8770063793247487,0.888670147585066,0.8803484901503272,0.8144927980595328,0.7425056826778413,0.03107146194014098,,-0.29358394002420596
146,146,3D-117,0.03360364227410088,0.921326533534342,0.5548324916255706,0.6129493837738751,0.47080871698764726,0.2526044319467906,0.942477050433459,0.7966857965581543,0.7210876794838048,0.5706717130412586,0.9228397522328886,0.9168970771371374,0.9016959536304151,0.8287399044109264,0.7475289840451365,0.03107146194014098,,-0.29362586176145555
147,147,3D-123,0.14548921489439334,0.7539147261846794,0.2190174594622707,0.7233473056070484,0.5510594125818743,0.32794492452853286,0.7085248893687714,0.5826897584446873,0.7142430783922664,0.6991380042501705,0.6439036436445593,0.6883418471153129,0.715450107002657,0.7108838601815451,0.7082451985232932,0.03114413158049547,,-0.29366465853094326
148,148,2D-033,0.7168831101852308,0.3555425786442543,0.025134876300658603,0.27310220727462886,0.17628374433105898,0.7859071029838538,0.27590033547832227,0.16791870172741732,0.21434978743521854,0.25979148159846865,0.2762405035044364,0.2408564660478998,0.22550310667519424,0.211462150611476,0.20535120943728719,0.03107146194014098,,-0.29380764054616293
149,149,2D-032,0.7156215853214919,0.35564871953359056,0.025129539699035915,0.2731487517806452,0.17643816918402647,0.785817091056372,0.27607656119858603,0.16792382401767228,0.21441336049784315,0.25982022879008665,0.2763001655739141,0.24093918177102358,0.2255699892256564,0.21151501086127,0.20539886612613734,0.03107146194014098,,-0.2938297511670811
150,150,3D-124,0.060633491184549075,0.9091467554886047,0.3183369580768097,0.5811550920698849,0.4261809733553978,0.3461970118250808,0.8570436453514314,0.6356098907234234,0.628814088296029,0.5958142785601163,0.8103636314364753,0.7877015008326558,0.7653072287527481,0.70834615829497,0.6593521463646699,0.031088764235463476,,-0.29404036220145713
151,151,3D-120,0.0465873864164655,0.9422425971722209,0.31991898557373855,0.6088731896666961,0.7482433234906457,0.31019863044464224,0.9348695166912853,0.6935275081398778,0.6683843854323422,0.6930615260893845,0.894245612246416,0.8611709928803859,0.833973573912063,0.7726238268696225,0.7267156383036071,0.03107146194014098,,-0.2952207155881297
152,152,3D-121,0.0364671979421145,0.9687902991711604,0.2927717075265587,0.596056670880403,0.7137381509830274,0.307795855572742,0.9451915300003852,0.693075363384807,0.6533690882038974,0.6455234462116616,0.9009415765903177,0.863765217406546,0.831218439650096,0.7621670603877077,0.7063893550244535,0.03107146194014098,,-0.2965900410815294
153,153,2D-027,0.2150769949725704,0.7094381427629536,0.39681547099766695,0.30709854324216035,0.184207442936301,0.6513833686606967,0.6287990365698015,0.45491328705670164,0.40155966380874786,0.24081935688878597,0.6641146290549176,0.5836421014845328,0.5356748593048032,0.46422178438558115,0.3889309208011617,0.09898297108094362,,-0.2982877240358732
154,154,3D-127,0.18157792136653145,0.7266272911606769,0.1629059724185495,0.4494791076089519,0.32638551019019435,0.592463604773676,0.6005869094352336,0.4136691753950411,0.4853458396920528,0.3893811233392415,0.5896658991718589,0.5487180464171613,0.5279620661029475,0.4917647745740106,0.4576648560689989,0.03107146194014098,,-0.29869827404493776
155,155,3D-128,0.18981714861865376,0.7038773575000433,0.2623960547753658,0.6508369339053679,0.7787604057895996,0.3115299019709672,0.6846936544557289,0.5925781092255642,0.6927728029018246,0.7170896852904516,0.6181656609873514,0.6761425430047228,0.7086358201638084,0.7060283399631982,0.7057742943982381,0.03100225275885099,,-0.29997703443508783
156,156,2D-026,0.20773673437722875,0.7056119033023368,0.385737784602191,0.3204098479572162,0.25157831164956157,0.6304613679360256,0.6240122033000721,0.4469971945182376,0.39872965768977275,0.2686269933880165,0.6443165372088635,0.5735585665646707,0.5291274545855108,0.4617516612417394,0.39301524858343134,0.03107146194014098,,-0.3003372901517878
157,157,3D-133,0.16796018201685053,0.798434401447884,0.07854861115138312,0.5059230063479047,0.4548705948872652,0.5856367255344379,0.6876970464809815,0.3983613213275,0.4551520262464682,0.4960453665311191,0.6585778671427089,0.5840924042558511,0.5412105646152702,0.4954240846063874,0.47215694163931204,0.030988410922592993,,-0.30041718319534993
158,158,3D-129,0.0025485773736205475,0.9105682001094911,0.6598579773269605,0.6619356504014928,0.7663297293317957,0.10831391019205361,0.9326859076483895,0.8289266524640378,0.7839467418317787,0.7718129580320964,0.8551373231648651,0.9162130370957775,0.9343051556781524,0.8901901495198635,0.8438760826015024,0.03107146194014098,,-0.30066894946544664
159,159,3D-125,0.1863853966588218,0.714942553258295,0.18072379505096747,0.48623270832465226,0.35339424872324937,0.5671066240445,0.5940429964338008,0.4388598080624313,0.5325776448243901,0.413952516300827,0.5849913438937127,0.5608030030577451,0.5522821188360404,0.5245922684531007,0.49453634422201104,0.03107146194014098,,-0.30203373491134755
160,160,3D-141,0.2195307744785913,0.7507674974197386,0.08502728723882769,0.47895006325066514,0.3711669049555431,0.5638902963821932,0.660244113938713,0.3938057210142243,0.42962098412791794,0.48308450796857183,0.6195711273254321,0.5607192606639237,0.5226252291786143,0.47761500082692276,0.453203344766599,0.03107492239920548,,-0.3024155705940501
161,161,3D-126,0.03163332577721719,0.9740817385468684,0.23721062889112313,0.684521355845574,0.8052319449450362,0.28939585333621265,0.9407843003556393,0.6807597204224523,0.7077247145726654,0.761600185327073,0.884104888003435,0.8596713007174519,0.8400771424692298,0.7909800414070952,0.7612560905077161,0.03107146194014098,,-0.3030096682375074
162,162,3D-130,0.10655697215887555,0.7367424774676085,0.34487558550178504,0.6720032864824457,0.6531421319087379,0.3061640770470595,0.7058375529339893,0.6424574851386694,0.7587745613445528,0.6806854492249147,0.6597194166011513,0.7204461742284785,0.7584964990848283,0.7547264365752139,0.7426428089336647,0.03107146194014098,,-0.3044458562485488
163,163,3D-150,0.23593406117635982,0.6715481607786377,0.06720876845374202,0.5701669211360885,0.38159337675390714,0.5696308450366148,0.557887049055831,0.36010233669151204,0.4976095633087775,0.5165725545225914,0.5147281519942206,0.49678384624797745,0.49136706100522287,0.48022289059161205,0.48154832474016357,0.1694136944207019,,-0.3045371878533132
164,164,2D-025,0.19858012345978418,0.6859857529485053,0.08948105588984191,0.5383695784928084,0.26856733925519355,0.5586104057180361,0.566908409989108,0.36705784125439644,0.47960181977212124,0.4662083986909118,0.5181485422398393,0.500774101827522,0.4911028748285554,0.4713830902599895,0.46077295628746134,0.7231563539219115,,-0.3054199028017166
165,165,3D-139,0.11777384194741233,0.7700297831901474,0.47532364864085697,0.3276280923158486,0.6356724362399939,0.35452279260470787,0.7462688196938967,0.6030903106869604,0.47375379939354323,0.43569059452904557,0.6885603279195638,0.6916627165993867,0.6687977303811924,0.5982317519623311,0.5272383754058638,0.03107146194014098,,-0.30559189395157205
166,166,3D-131,0.06553515520607356,0.8346422348757977,0.6020714942938977,0.3693271029749082,0.7195920255816988,0.23956290430517546,0.8421807951674973,0.7037795223316148,0.5271040867419154,0.5012703933083316,0.7672278386020173,0.786851477857353,0.7661982984693397,0.6859308946503883,0.6046913205960529,0.03107146194014098,,-0.30567502988620276
167,167,3D-157,0.17323588588291544,0.7213237674284497,0.29046338081181344,0.36984530717402814,0.39549642062066453,0.558987301772909,0.607119300257664,0.39138868621088396,0.3816108270916887,0.395917190041338,0.5614856171042018,0.5227292205793601,0.4894596574357032,0.44042430782989905,0.4035488775052131,0.09489616892576971,,-0.30611394045168083
